aut_lastn, aut_firstn	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
Малдонис, Альфонсас.			Старая песня. Стихи. Пер. с литов.: С. Куняев	Знамя	1968	1	10
Шимкус, Владас.			Столяры. Стихи. Пер. с литов.: В. Корнилов	Знамя	1968	1	10—11
Азаров, Всеволод	Зиначев, Андрей		Живые, пойте о нас! Героическая быль.[О подвигебалт. моряков, участников петергофского десанта. Окт. 1941 г. С предисл. В. Гришанова]	Знамя	1968	1	103—142
Геда, Сигитас.			Весенняя птица. — «Я родился на светлых озерах...» [Стихи]. Пер. с литов.:С. Куняев,	Знамя	1968	1	11—12
Мацкявичюс, Бронюс.			Братские могилы. Стихи. Пер. с литов.: Л. Миль	Знамя	1968	1	12
Венцлова, Томас.			Стихи о памяти. Пер. с литов.: Л. Миль,	Знамя	1968	1	13
Вайчюнайте, Юдита.			Вильнюс, городские врата. Стихи. Пер. с литов.: О. Прокофьев	Знамя	1968	1	13—14
Мартинайтис, Марцелиюс.			Сигуте у реки. Стихи. Пер. с литов.: Л. Гладкая	Знамя	1968	1	14
Каралюс, Витаутас.			Пробуждение. — Глобус. [Стихи]. Пер. с литов.: Л. Миль	Знамя	1968	1	14—15
Кавун, Василий.			Хлеб колхозный. [Успехи в развитии обществ. хоз-ва колхоза им. XXIIсъезда КПСС. Бершад. район Винниц. обл.]	Знамя	1968	1	143—159
Липатов, Виль.			Три зимних дня. Повесть. Из цикла повестей и рассказов «Деревенскийдетектив»	Знамя	1968	1	16—51
Бекназар-Юзбашев, Беник.			Похороны Кассандр. [Крах антисоветской пропаганды.Публицист. заметки]	Знамя	1968	1	160—203
Никитин, Николай.			Страницы жизни. [Воспоминания писателя]	Знамя	1968	1	204—217
Миндлин, Эм.			В двадцатые годы. [О лит. жизни Москвы. Воспоминания]	Знамя	1968	1	218—225
Куницын, Г.			Классовость в литературе. Статья 1	Знамя	1968	1	220—243
Венцлова, Антанас.			Вечно живые. — Жизнь. [Стихи]. Пер. с литов.: Л. Миль	Знамя	1968	1	3—4
Миколайтис-Путинас, В.			Верность. Стихи. Пер, с литов.: Л. Миль	Знамя	1968	1	4—6
Борута, Казис.			Весна. Стихи. Пер. с литов.: Л. Озеров	Знамя	1968	1	5—6
Евтушенко, Евгений.			Новые стихи: Смог. — Монолог песца на аляскинской звероферме.— Монолог бродвейской актрисы. — Монолог американского поэта. — Монологтинейджера. — Монолог американского бродяги. — Краденые яблоки. — «Мне снится: ятебя уже любил...» — «Свет умер в зале...» — «Хочу того, чего сказать нельзя...» — «Какветер срывает с забора афишу...» — Твист на гвоздях. — «Нет, нет, я не сюда попал...» —«В самолетах, бесстрастно новейших...» — «Все гогочут, все шутят и шутят...» — Попыткабогохульства	Знамя	1968	1	52—68
Межелайтис, Эдуардас.			2×2=... Стихи. Пер. с литов.: В. Корнилов	Знамя	1968	1	6—8
Венцлова, Антанас.			Гость из Вильны. Рассказ. Пер. с литов.: В. Чепайтис	Знамя	1968	1	69—82
Мацявичюс, Юозас.			Будем большими! Стихи. Пер. с литов.: С. Куняев	Знамя	1968	1	8
Алиева, Фазу.			Земля. Из поэмы. Пер. с авар.: И. Лиснянская	Знамя	1968	1	83—88
Снегов, С.			Два рассказа: Невезучее судно. — На крыле урагана	Знамя	1968	1	89—102
Марцинкявичюс, Юстинас.			Ветряные мельницы. — Летящие сосны. [Стихи]. Пер. слитов.: Л. Озеров	Знамя	1968	1	9—10
Фоняков, Илья.			Где нива золотится... Стихи: «Талантливый парень пришел из района...»— Передвижники	Знамя	1968	10	113
Кондратенко, Николай.			Репортер. Стихи	Знамя	1968	10	114
Проскурин, Петр.			Черта. Рассказ	Знамя	1968	10	115—126
Навои, Алишер.			Газели. Пер. со староузб.: С. Иванов. [С предисл. ред. «К юбилеюАлишера Навои. (525 лет со дня рождения)»]	Знамя	1968	10	127—130
Рокоссовский, К. К.			Солдатский долг. [Отрывки из. мемуаров Маршала СоветскогоСоюза]	Знамя	1968	10	131—152
			Семенов Юлиан. Вьетнамский дневник. [Впечатления о поездке в Демократ. РеспубликуВьетнам]	Знамя	1968	10	153—198
Межелайтис, Э.			Ночные бабочки. [О писательском труде]. Из книги раздумий. Авториз.пер. с литов	Знамя	1968	10	199—214
Книпович, Е.			Современник. [К 150-летию со дня рождения груз. поэта Н. Бараташвили]	Знамя	1968	10	215—218
Чаковский, Александр.			Блокада. Роман. Кн. 1	Знамя	1968	10	3—53
Поперечный, Анатолий.			Я живу на земле. Стихи: Землекоп. — Небо	Знамя	1968	10	54—56
Богданович, Анатолий.			Когда атаки отгремят. Стихи: Утро. — «Когда атаки отгремят...»— Моя родина	Знамя	1968	10	57—58
			Паквой Борис. В конце концов. Нюрнбергские дневники	Знамя	1968	10	59—112
Винокуров, Евгений.			Два стихотворения: «Мы сели с этой, а с другойруки...» — «Подчас разроют вдруг шедевр...»	Знамя	1968	11	106
Полевой, Борис.			В конце концов. Нюрнбергские дневники	Знамя	1968	11	107—130
Нишнианидзе, Шота.			Радость жизни. Стихи: «Сыплет и сыплет дождь нарассвете...» — Чудо песенной благодати. — Дороги. Пер. с груз.: И.Шкляревский	Знамя	1968	11	131—134
Львов, Вилен.			Бегемот. Рассказ	Знамя	1968	11	135—149
Жуков, Юрий.			Две встречи. [По воспоминаниям англ. журналиста Ф.Прайса о встречах с В. И. Лениным и голланд. интернационалистки Н.Фис о работе в Советском Союзе. Очерк]	Знамя	1968	11	150—179
Славин, Лев.			Из биографии завода. [Ижорский металлург. з-д им.Жданова, г. Колпино. Очерк]	Знамя	1968	11	180—190
Рокоссовский, К. К.			Солдатский долг. [Отрывки из мемуаров МаршалаСоветского Союза]	Знамя	1968	11	191—222
Хитарова, С.	Воробьева, Н		Просторное небо советской литературы. Онац. своеобразии и духовном богатстве братских литератур	Знамя	1968	11	223—229
Сурков, Е.			Проблемы века — проблемы художника. О развитии исвоеобразии леоновского гуманизма	Знамя	1968	11	230—243
Чаковский, Александр.			Блокада. Роман. Кн. 1	Знамя	1968	11	8—105
Сурков, Е.			Проблемы века — проблемы художника. О развитии и своеобразиилеоновского гуманизма	Знамя	1968	110	219—231
Шаламов, Варлам.			Донное слово. Стихи: «Быть может, и не глушьтаежная...» — «Где роса, что рукою сотру...» — «Немилосердное светило...»— «Снег прибегает в сад...» — «Детский страх в тот миг короткий...» —«Грозы с тяжелым градом...» — «Покамест нет дороги льдинам...» —«Огонь-кипрей! Огонь-заря!..»	Знамя	1968	12	118—120
Липатов, Виль.			Лида Вараксина. Повесть	Знамя	1968	12	12—45
Полевой, Борис.			В конце концов. Нюрнбергские дневники	Знамя	1968	12	121—157
Цыбин, Владимир.			Ритмы. Стихи	Знамя	1968	12	158
Корнелюс, Анри.			Ключ. Новелла [белъг. писателя]. Пер. с франц.: Н.Немчинов	Знамя	1968	12	159—165
Осипов, И.			Сибирские записи. [О поисках нефтяных месторождений вТюмен. обл. Очерк]	Знамя	1968	12	166—182
Рокоссовский, К. К.			Солдатский дом. [Отрывки из мемуаров МаршалаСоветского Союза]	Знамя	1968	12	183—201
Абалкин, Н.			Мера ответственности художника. Театр. обозрение	Знамя	1968	12	202—212
Гус, Михаил.			Горят ли рукописи? [По поводу статьи В. Лакшина «РоманМ. Булгакова «Мастер и Маргарита» в журн. «Новый мир» 1968        6]	Знамя	1968	12	213—220
Макаров, А.			Сердце, которое не перестало биться. [Посмертнаяпубликация статьи о творчестве писательницы Г. Николаевой. С примеч.ред.]	Знамя	1968	12	221—242
Кирсанов, Семен.			На былинных холмах. Цикл стихов: В обсерватории. —Гелиоскоп. — Сожаление. — На смерть звезды. — На рождение звезды. —Опасность. — Две песни: Русская песня; Частушка. — Больничная тетрадь:Окно; Сон в палате; Строки в скобках	Знамя	1968	12	3—11
Гатов, Александр.			Связной Владимира Ильича. Стихи	Знамя	1968	12	46—47
Чаковский, Александр.			Блокада. Роман. Кн. 1	Знамя	1968	12	48—117
Кларов, Юрий.			Дело о всемирном потопе. Рассказ	Знамя	1968	2	109—114
Шесталов, Юван.			Вдыхаю солнце. Стихи: «Я без друзей не могу...» — Обидчик. —Молитва к судье. — «Утро. Оно смотрит на нас...» — Мой идол. — Рыбаки. [Пер. с манси:Е. Винокуров; В. Рабинович]	Знамя	1968	2	115—119
			Поэты Латинокой Америки — русскому городу-герою. [Из сборника «ПесниСевастополя». С предисл. Л. Рудневой. Стихи]: Албберто Сориано Тебас. Севастопольсопротивляется. — Альваро Фигфедо. Севастополь. — М. Хорхе Нието. Севастополь —стена. Пер. с испан.: Л. Беринский	Знамя	1968	2	120—123
Моравиа, Альберто.			Челестина. [Рассказ из сборника «Вещь есть вещь»]. Пер. с итал.: Ф.Двин	Знамя	1968	2	124—127
Завейский, Ежи.			Таинственный гость. [Рассказ из сборника «Роман с отчизной»]. Пер. спольск.: Л. Войтоловская	Знамя	1968	2	128—136
Козлов, С.			Вооруженные силы СССР. К 50-летию Советской Армии	Знамя	1968	2	137—154
Неелов, Н. А.			По личному указанию Ленина. [О создании 1-й Моск. революц. пулеметнойшколы. Дек. 1917 г.]	Знамя	1968	2	155—161
Чалмаев, В.			Фронтовые страницы народной истории. [Тема Великой Отечеств. войны втворчестве советских писателей]	Знамя	1968	2	188—202
Щербина, В.			Революция социальная и революция эстетическая. [О влиянии ВеликойОктябрьской соц. революции на лит. процесс]	Знамя	1968	2	203—215
Куницын, Г.			Классовость в литературе. Статья 1	Знамя	1968	2	216—229
Родимцев, А.			Ленин и Советские Вооруженные Силы. [К выходу в свет одноим. сборника]	Знамя	1968	2	230—236
Полухин, Юрий.			Мирная рота. Стихи: «А кто в защиту слово скажет?..» —Необходимость. — Генералы. — «Военком вызывает не часто...»	Знамя	1968	2	3—6
Николаев, Александр.			Маневры. Стихи: «Остались на местности знаки...» — Моя звезда	Знамя	1968	2	50—51
Танк, Максим.			Я — писатель. Стихи. Пер. с белорус.: Я. Хелемский	Знамя	1968	2	52
Азаров, Всеволод	Зиначев, Андрей		Живые, пойте о нас! Героическая быль. [О подвигебалт. моряков, участников петергофского десанта. Окт. 1941 г.]	Знамя	1968	2	53—94
Ваншенкин, Константин.			Не забудутся эти минуты. Стихи	Знамя	1968	2	7—8
Липатов, Виль.			Три зимних дня. Из цикла повестей и рассказов «Деревенский детектив»	Знамя	1968	2	9—49
Вейцман, Марк.			Могила Неизвестного солдата. Стихи	Знамя	1968	2	95—96
Урин, Виктор.			Эскиз. Стихи	Знамя	1968	2	97
Львов, Вилен.			Почтовый вагон. Рассказ	Знамя	1968	2	98—108
Садова, М.			Волшебное кольцо. [О переходе 1-го механосборочного корпуса Моск.автомоб. з-да им. Лихачева на новую систему планирования и экон. стимулирования]	Знамя	1968	3	114—120
Вольский, А.			В дополнение к статье М. Садовой [«Волшебное кольцо». Журн. «Знамя» 1968 3]	Знамя	1968	3	120—126
Медведев, Юл.			Открыто для неожиданности. [О науч. исследованиях проф. Ф. В. Турчинав области агрохимии. Очерк]	Знамя	1968	3	127—146
Кетлинская, Вера.			32 дня в Египте. [Путевые впечатления]	Знамя	1968	3	147—173
Горький, М.	Виноградов, А		К. [Переписка. Публикация архива А. М. Горького.[1928—1933 гг. С предисл. ред.]	Знамя	1968	3	174—207
Книпович, Е.			Социалистический гуманизм Горького	Знамя	1968	3	208—221
Вайнберг, И.			Путь к роману. (Заметки о романе «Жизнь Клима Самгина»)	Знамя	1968	3	224—241
Калярская, Людмила.			Дорога писателя. [О творчестве С. Сартакова]	Знамя	1968	3	242—247
Татьяничева, Людмила.			Небо над Россией. Стихи: «Для космонавтов это небо...» —Солдаты. — Истоки. — Бессмертье. — «Ах, какие январи...» — «Мы из тех...» — Главноезолото. — Морские степи. — «Когда любовь...» — Лишь цвело бы мое отечество	Знамя	1968	3	3—6
Шевелева, Екатерина.			Памятники. Стихи: Памятник Гете в Карловых Барах. — ТропаБетховена. — Ступени Шипки	Знамя	1968	3	68—69
Вакуловская, Лидия.			200 километров до суда. Повесть	Знамя	1968	3	7—67
Нагибин, Юрий.			Срочно требуются седые человеческие волосы. Рассказ	Знамя	1968	3	70—87
Коркина, Алла.			Звезды высоки. Стихи	Знамя	1968	3	89
Левыкин, Вячеслав.			Два стихотворения: Отстрел сайгаков — благодарность,	Знамя	1968	3	90—91
Корнелюс, Анри.			Черные барабаны. — Шахматная доска. — Иностранец. [Рассказыбельг. писателя]. Пер. с франц.: Н. Немчинова	Знамя	1968	3	92—113
Аузинь, Имант.			У синей сосны. Из поэмы. Пер. с латыш.: В. Андреев	Знамя	1968	4	10—11
Ливземниек, Виктор.			Гимн свитеру. Стихи. Пер. с латыш.: Л. Копылова	Знамя	1968	4	11—12
Табак, Андраш.			Железная дорога. [Рассказ из сборника «Панорама», изд. в Будапеште в1966 г.] Пер. с венг.: Е. Умнякова	Знамя	1968	4	118—124
Лисовска, Ольга.			Кружка латгальской глины. Стихи. Пер. с латыш.: Л. Копылова	Знамя	1968	4	12
Павленко, П. А.			Из писем к другу. (Н. С. Тихонову). Публикация Н. К. Треневой. Подгот.текстов, вступление и примеч. Ц. Е. Дмитриевой	Знамя	1968	4	125—142
Тихонов, Николай.			Серый Хануман. Повесть	Знамя	1968	4	13—63
Пересветов, Р.			Утрачено или перехватили? [Из истории розыска письма В. И. Ленина Н. Г.Чернышевскому. С предисл. Р. Лаврова]»	Знамя	1968	4	143—163
Жуков, Ю.			Чилийский дневник. Рассказ об одном путешествии	Знамя	1968	4	164—216
Овчаренко, А.			Максим Горький и литературные искания XX столетия. Статья 1	Знамя	1968	4	217—232
Судрабкали, Ян.			Советской Латвии. Стихи. Пер. с латыш.: А. Флешин	Знамя	1968	4	3
Кемпе, Мирдза.			Дума о Ленине. — Остров на озере. Свента. [Стихи]. Пер. с латыш.: Л.Романенко	Знамя	1968	4	4—5
Лукс, Валдис.			Некогда, Стихи. Пер. с латыш.: Л. Копылова	Знамя	1968	4	5—6
Элксне, Ария.			В самом центре. Стихи. Пер. с латыш.: А. Флешин	Знамя	1968	4	6
Шкляревский, Игорь.			И Родиною назовем... Стихи: «У пограничного столба...» — Форель.— «О город мой! Развалины в садах!..» — «Ночью гуси кричали...» — 200-я верста. —Возвращение. — «В кране стала вода холодней...» — «Я жил в звенящей тишине...» —Ночлег. — «Сентябрь — тревога, мешки и кули...» — Баллада про шурум-бурум. — «Вгостинице в Калининграде...» — «Нас думать учат города...»	Знамя	1968	4	64—69
Скалбе, Арвид.			Утро на Усельском холме. Стихи. Пер. с латыш.: В. Андреев	Знамя	1968	4	7
Белшевица, Визма.			Стихи о соловьином инфаркте. Пер. с латыш.: В. Радкевич	Знамя	1968	4	7—8
Баруздин, Сергей.			Три рассказа: Луна и солнце. — Деревья сохраняют тепло. — Старое —молодое	Знамя	1968	4	70—75
Прайслер, Хельмут.			Пути и встречи. Стихи [поэта ГДР]: Критическое описание некоторыхсограждан. — Песнь о классовой борьбе	Знамя	1968	4	76—78
Ганина, М.			Острова... Записки. [Очерк]	Знамя	1968	4	79—97
Чаклайс, Марис.			«Эта песня — о дороге...» — Дождь. [Стихи]. Пер. с латыш.: П. Вегин	Знамя	1968	4	8—9
Вациетис, Ояр.			На вокзале. Стихи. Пер. с латыш.: Л. Константинова	Знамя	1968	4	9—10
Хемингуэй, Э.			Испанский репортаж. [1937—1938 гг. Пер. с англ. На рус. яз. публикуетсявпервые. С предисл. ред.]	Знамя	1968	4	98—117
Хантер, Ивен.			Бегство. [Рассказ америк. писателя из сборника «Последний поворот»].Пер. с англ.: Ф. Соломатин и Ю. Райский	Знамя	1968	5	118—126
Особова, И.			Маркс и революционная Россия. К 150-летию со дня рождения К. Маркса	Знамя	1968	5	127—147
Жуков, Ю.			Чилийский дневник. Рассказ об одном путешествии	Знамя	1968	5	148—164
Орлов, Владимир.			Философические репортажи. [О развитии хим. науки]	Знамя	1968	5	165—185
Перцов, В.			О двух художниках. (Горький и Маяковский)	Знамя	1968	5	186—204
Овчаренко, А.			Максим Горький и литературные искания XX столетия. Статья 2	Знамя	1968	5	205—224
Куницын, Г.			Партийность в литературе. Статья 2	Знамя	1968	5	225—250
Браун, Николай.			От имени безвестных. Стихи	Знамя	1968	5	3
Кожухова, Ольга.			Фонарики, плывущие по реке. Повесть	Знамя	1968	5	4—57
Шаламов, Варлам.			Дороги. Стихи: «Пусть чернолесье встанет за деревнями...» —Живопись. — «Я хочу, чтоб средь метели...» — Листопад. — «Мне снова жажда вяжетгубы...» — Восход солнца	Знамя	1968	5	58—60
Ребан, Родион.			Фургон. Рассказ	Знамя	1968	5	61—75
Рытхэу, Юрий.			Воспоминание о Баффиновой земле. Рассказ [чукот. писателя]	Знамя	1968	5	76—83
Вознесенский, Андрей.			Из новых стихов: Уже подснежники. — Общий пляж № 2. —Шафер. — Олени	Знамя	1968	5	84—87
Ганина, М.			Острова... Записки. [Очерк]	Знамя	1968	5	88—117
Нагибин, Юрий.			Чужое сердце. Соврем, сказка	Знамя	1968	6	105—114
Проталин, Валентин.			Я все еще, наверное, в походе. Стихи: «Блестят очки автомашины...»— Перекрестки. — «Словно нет и песен...» — Перед рассветом. — «В растерянности чутьли не в языческой...» — «Ты опять опоздаешь...» — «Осенние лучи пугливы...» —«Обнявшись, словно в танце хоруми...» — Вечер	Знамя	1968	6	115—118
Колев, Константин.			Виноградная лоза. Новелла. Пер. с болг.: Т. Рузская	Знамя	1968	6	119—122
Карпович, Б.			Еще эскизы к портретам. Америк. генералы и агрессия во Вьетнаме	Знамя	1968	6	123—140
			Пилоты в пижамах. Запись бесед с америк. летчиками, сбитыми в небе Вьетнама. [Изкниги кинодокументалистов ГДР В. Хайновского и Г. Шоймана. Пер. с нем. С предисл.ред.]	Знамя	1968	6	141—168
Орлов, Владимир.			Философические репортажи. [О достижениях советской науки]	Знамя	1968	6	169—207
Фридлендер, Г.			Карл Маркс и художественное творчество	Знамя	1968	6	208—223
Метченко, А.			«Ради великого счастья жить на земле». (Заметки о роли Горького вразвитии соц. реализма). Статья 1	Знамя	1968	6	224—241
Борзунов, Семен.			Всегда в боях. [Творческий портрет писателя Б. Д. Четверикова]	Знамя	1968	6	245—249
Танк, Максим.			Голоса Вселенной. Стихи: «Дорога — серая, бесконечная нить...» —Перекройка шинели. — Ветряк. — «Когда поле вымощено стужей...» — «На Таймыре яоставил друга...» — «Когда эсэсовцы расстреливали Венгерку...» — Вьюга. — «Всюжизнь...» —«Каждому отмерен век...» Пер. с белорус.: Я. Хелемский	Знамя	1968	6	3—7
Юфит, Матильда.			Четыре кофточки. Рассказ	Знамя	1968	6	77—88
Кожевников, Вадим.			Петр Рябинкин. Повесть	Знамя	1968	6	8—76
Ананьев, Анатолий.			Федор Иванович. Рассказ	Знамя	1968	6	89—104
Цыбин, Владимир.			Свечение. Стихи: Волга. — «Пока еще тебя не знал...» —Августовское	Знамя	1968	7	119—121
Трифонов, Юрий.			Победитель. Рассказ	Знамя	1968	7	122—125
Маринов, Михаил.			Земля и Космос. — Возвращение. — Каменный воин. [Стихи. Пер. сболг.: Г. Семенов; А. Флешин]	Знамя	1968	7	126-128
Инджов, Никола.			«Есть город над горной стремниной...» Стихи. Пер. с болг.: О. Чухонцев	Знамя	1968	7	128—129
Кынчев, Николай.			Ветер. Стихи. Пер. с болг.: О. Дмитриев	Знамя	1968	7	128—129
Конецкий, Виктор.			Соленый лед. Сочинение внежанровое	Знамя	1968	7	130—155
Коллинс, Бетти.			Заколдованный круг. [Рассказ австрал. писательницы]. Пер. с англ.: В.Коткин	Знамя	1968	7	156—162
Галанов, Борис.			Из военных блокнотов. [1941—1945 гг. Записки журналиста]	Знамя	1968	7	163—189
Полянов, Николай.			В их портретной галерее. [О полит. деятелях ФРГ]. Памфлеты	Знамя	1968	7	190—225
Гус, М.			Рок и воля. Статья 1. Проблема личности в современной западной литературе и вфилософии персонализма	Знамя	1968	7	226—237
Метченко, А.			«Ради великого счастья жить на земле». Заметки о роли Горького в развитиисоц. реализма. Статья 2	Знамя	1968	7	238—249
Демиденко, Михаил.			За Великой стеной. Повесть	Знамя	1968	7	3—63
Алигер, Маргарита.			Синий час. Стихи: Бологое. — «Прошу тебя...» — «Вот женщина —она немолода...» — Синий час	Знамя	1968	7	64—66
Грибачев, Николай.			Человек на войне. Рассказы: День и две ночи. — Около полуночи. —Здравствуй, комбат!	Знамя	1968	7	67—118
Воронов, Юрий, Блокада.			Стихи: «Блокады нет...» — Январь сорок второго. — Февраль.— В тяжелой палате. — «Заснешь — и могут смолкнуть пушки...» — Из писем наБольшую землю. — Ленинградки. — Клюква. — Листовки. — Бомбежка. — В школе. —Мертвые. — Скрипач. — Ода лебеде. — «В блокадных днях...» — Ленинградские деревья	Знамя	1968	8	112—118
Михалков, Сергей	Нечаев, Андрей		Круглый стол с острыми углами. Пьеса в 2 ч., 17сценах с финалом	Знамя	1968	8	119—148
Симонов, Константин.			Далеко на востоке. Халхин-голские записи	Знамя	1968	8	149—188
Кублицкий, Георгий.			В родной сибирской стороне. [Очерк]	Знамя	1968	8	189—215
Жуков, Юрий.			Тоска по Железной пяте. Полит. фантазии америк. профессора и реальнаядействительность. [По поводу книги З. Бжезинского «Америка в технотронный век»]	Знамя	1968	8	216—235
Гус, М.			Рок и воля. Статья 2. Гуманизм Достоевского (против обесчеловечиваниячеловека)	Знамя	1968	8	236—248
Бровка, Петрусь.			Отчизны сын... Стихи: Я оттуда... — «Хлопот немало у солдата...» —«Когда на приволье выходишь весною...» — Прости! — «Под облетевшими листами...» —Как ставят сруб для новой хаты...» — «Ах, напрасные старанья...» — Приезжай! Пер. сбелорус.: Н. Сидоренко	Знамя	1968	8	3—6
Барто, Агния.			Найти человека. [Докум. повесть. О розыске советских людей, продавшихбез вести в годы Великой Отечеств. войны]	Знамя	1968	8	6—111
Ваншенкин, Константин.			Пять стихотворений: Ночной привал. — Колодец. — Ручей. —Утро. — Березы	Знамя	1968	9	146—147
Хелемский, Яков.			Связующая нить. Стихи: «Расправив крылья над шестком...» — ВМихайловском. — «К подножью Нового Арбата...»— «Говорят, что времени подсуден...»	Знамя	1968	9	148—150
Травинский, В.			Поездка в Рязань. Репортаж-размышление. [О работе Рязан. з-да с.-х.машиностроения в новых условиях планирования и экон. стимулирования]	Знамя	1968	9	151—164
Полянов, Николай.			В их портретной галерее. [О полит. деятелях США]. Памфлеты	Знамя	1968	9	165—186
Межелайтис, Э.			Ночные бабочки. [О писательском труде]. Из книги раздумий. Пер. слитов	Знамя	1968	9	187—205
Михайлов, Ал.			Пленительная власть традиций. [О традициях и новаторстве в соврем.советской поэзии]	Знамя	1968	9	206—221
Шаталин, М.			«Клим Самгин» и советское литературоведение	Знамя	1968	9	222—239
Полевой, Борис.			В конце концов. Нюрнбергские дневники. Ч. 1	Знамя	1968	9	3—53
Укачин, Борис.			Светлый дождь. Стихи: Рассвет в горах. — Я жду улетевшего белоголебедя. — Женщина ждет ребенка. Пер. с алт.: Б. Слуцкий	Знамя	1968	9	54—58
Еремин, Дм.			Великая салма. Повесть	Знамя	1968	9	59—145
Хелемский, Яков.			По старым пылающим адресам. [Памяти поэтов И. П.Уткина и С. П. Гудзенко. Воспоминания]	Знамя	1969	2	212—229
Кравцов, Александр.			Внук. Стихи	Знамя	1969	2	128
Матуте, Анна Мария.			Два рассказа [из сборника «Раскаявшийся»]:Лавочники. — Не мир, но меч. Пер. с испан.: С. Вафа	Знамя	1969	2	129—145
Митрович, И.			Шаги реформы. Планирование по-новому. Техн. прогресс.Экон. стимулирование. [Из опыта моск. компрессорного з-да «Борец»]	Знамя	1969	2	146—166
Маринов, А.			Устав сердца. (Заметки о воен.-докум. литературе)	Знамя	1969	2	167—182
Коротич, Виталий.			Звезды и полосы. [О поездке в США. Очерки].Авториз. пер. с укр	Знамя	1969	2	183—211
Озеров, Лев.			Все живое. Все на заре. Стихи: «О пригороды Ленинграда!..»— «То ли искра, то ли зерно...» — «Ядро метнул я на двадцать метров...» —«Осторожным солнцем согрета...» — «Дерево бежало в сторону моря...» —«Ты высветлена вся, как роща летом...» — «Еще не все. Еще хочу якамень...»	Знамя	1969	2	3—5
Липатов, Виль.			Сказание о директоре Прончатове. Повесть	Знамя	1969	2	6—88
Козлин, Валерий.			Ах, Север, Север. Стихи: Тревога. — «А снега здесьроскошные!..» — Полярный. — Прощание	Знамя	1969	2	89—81
Бакланов, Григорий.			Один день и вся жизнь. Киноповесть	Знамя	1969	2	92—127
Деминг, Ричард.			Исповедь. [Памфлет америк. писателя. Пер. с англ.: А.Берг. С примеч. ред.]	Знамя	1969	3	110—120
Радов, Георгий.			Тридцать пудов хлеба насущного. [Об увеличениипроизводства зерна в новых условиях хозяйствования. Очерк]	Знамя	1969	3	121—149
Куплевахский, В.			Над нами самолеты... Из записок советского воен.специалиста в Демократ. Республике Вьетнам	Знамя	1969	3	150—180
Жуков, Юрий.			Вижу. Слушаю. Пишу. Письма с фронта идеол. борьбы. [Обуржуазном искусстве]	Знамя	1969	3	181—201
Бровман, Григорий.			Открытие нового или повторение пройденного.[Анализ соврем. советской прозы]	Знамя	1969	3	219—228
Колесникова, Мария.			На орбите жизни. [О творчестве писателя П.Проскурина]	Знамя	1969	3	229—236
Кожевников, Вадим.			Особое подразделение. Повесть	Знамя	1969	3	3—64
Щипачев, Степан.			Да здравствует жизнь! Стихи: Мы в мир выходим... —Ноябрьский дождь. — Из окна больницы. — Марсианки. — Рукопожатие.— Юбилей. — Перед твоим портретом. — Телефон. — Облака надо мной.— Да здравствует жизнь	Знамя	1969	3	65—69
Проскурин, Петр.			Два рассказа: В солнечный день. — Из жизни Ефимова	Знамя	1969	3	70—92
Ошанин, Лев.			Норвежские страницы. Стихи: «И был фиорд, который были не был...» — Варде. — Вьетнамское кольцо	Знамя	1969	3	93—94
Исбах, Александр.			Зиба Ганиева. Рассказ-быль	Знамя	1969	3	95—109
			Письма и телеграммы Владимиру Ильичу. [1918 г. Подгот. к печати Д. И.Куртов]	Знамя	1969	4	143—156
Рябчиков, Евгений.			Рассказ о Георгии Тимофеевиче Береговом	Знамя	1969	4	157—174
Стуруа, Мэлор.			Прогулка по Нью-Йорку. [Очерк]	Знамя	1969	4	175—190
Жуков, Юрий.			Вижу. Слушаю. Пишу. Письма с фронта идеол. борьбы. [Обуржуазном искусстве]	Знамя	1969	4	191—207
Стариков, Д.			Путь к действительной свободе. [О ленинском принципепартийности литературы]. Из «Заметок для памяти»	Знамя	1969	4	208—220
Перцов, В.			«Мы живем впервые...» К творческой истории романа Ю.Олеши «Зависть»	Знамя	1969	4	221—244
Кожевников, Вадим.			Особое подразделение. Повесть	Знамя	1969	4	3—79
Татьяничева, Людмила.			Самолет, похожий на Икара. Стихи	Знамя	1969	4	80
Ребан, Родион.			Дома. Рассказ	Знамя	1969	4	81—87
Шкляревский, Игорь.			На одном дыхании. Стихи: Маевка. — «Грозоюсвязьповреждена...» — Эвакуация. — Воспоминание. — «Апрель. И аист, какгазета...» — «Бессонница. Горят Стожары...» — «Казалось, я еще тоскую...»—Наташе... — «Когда тоска за глотку схватит...» — «Вода лежала на земле...»— На улице детства. — Стихи, написанные в самолете. [Стихи]	Знамя	1969	4	89—93
Колесников, М.			Все ураганы в лицо. (Страницы жизни М. В. Фрунзе).[Докум. повесть]	Знамя	1969	4	94—142
Семенов, Георгий.			Очарование. Рассказ	Знамя	1969	5	110—123
Нуньес, Мерседес.			Тюрьма Вентас.[Отрывки из книги воспоминанийиспан. политзаключенной. Пер. с испан. С предисл. ред.]	Знамя	1969	5	124—147
Боксерман, Ю.			Большой газ. [О перспективах развития газовой пром-сти.Публицист. заметки]	Знамя	1969	5	148—165
Непомнящий, К.			Верность. [О борьбе греч. коммунистов противфашистской диктатуры. Очерк]	Знамя	1969	5	166—190
