basic_molodaia_gvardiia	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
Кулиев, Кайсын.			Говорю с жизнью. — Говорю философу. — Мир детства. — «Не радиславы пишут кровью...» [Стихи]. Пер. с балкар.: Н. Гребнев	Новый мир	1966	11.00	82—84
Исаков, И.			Кок Воронин. Рассказ	Новый мир	1966	11.00	85—105
Гордиенко, Юрий.			Бабье лето. Стихи	Новый мир	1966	12.00	74
Антипенко, Н.			Почетная служба. (Воспоминания пограничника)	Новый мир	1966	12.00	104—124
Федоров, А.			Защищая Москву... [О боевых действиях 9-го бомбардировочного полка.Ноябрь 1941 — февр. 1942 гг. Из воспоминаний]	Новый мир	1966	12.00	125—135
Безыменский, Лев.			Операция «Тайфун»: замысел и результат. [Провал гитлеровскихпланов захвата Москвы]»	Новый мир	1966	12.00	136—150
Туганова, О.			Люди и проблемы Арабского Востока	Новый мир	1966	12.00	151—175
Менделеев, Д. И.			Какая же Академия нужна в России? [Публикация стеногр. записистатьи 1882 г. С предисл. Б. М. Кедрова и послесл. Б. Мейлаха]	Новый мир	1966	12.00	176—198
Еремеев, К. С.			Из записок пересыльного. [О судьбе полит. ссыльных в России.Публикация и предисл. М. Безчетновой]	Новый мир	1966	12.00	199—210
Дементьев, А.	Сац, И		А. В. Луначарский и советская литература. [Из цикла «Полвекасоветской литературы»)	Новый мир	1966	12.00	211—232
Марьенков, Ефрем.			Огонь на Севере. Записки краскома. [О периоде иностр. воен.интервенции и гражд. войны. 1918—1920 гг. С послесл., А. Твардовского «О «Запискахкраскома» Е. Марьенкова»]	Новый мир	1966	12.00	3—70
Искандер, Ф.			Два стихотворения: Завоеватели. — Сон в горах	Новый мир	1966	12.00	71—73
Твардовский, А.			Стихи из записной книжки: «Чернил давнишних блеклый цвет...» —«Ночью все раны больнее болят...» — «День прошел, и в неполном покое...» — «Как послемартовских метелей...» — «...И жаворонок, сверлящий небо...» — «Погубленных березоквялый лист...» — «Газон с утра из-под машинки...» — «Июль — макушка лета...» —«Просыпаюсь по-летнему...» — «Есть имена и есть такие даты...» — «Листва отпылала...»— «Многоснежная зима...» — «Который год мне снится, повторяясь...» — «Я знаю,никакой моей вины...» — «Лежат они, глухие и немые » — «Стой, говорю: всему помеха...»— Береза	Новый мир	1966	12.00	92—98
