aut_lastn, aut_firstn	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
Брэдбери, Рэй.			«R» — значит ракета. [Рассказ америк писателя]. Пер. с англ.: З. Бобырь.Илл.: Е. Шукаев	Наш современник	1964	3	83—94
Говоров, Александр.			Встреча. — «Бьет весна по сердцам так...» — Лебеди. — «Вказахстанских степях...» [Стихи]. Илл.: К. Багрова	Наш современник	1964	3	95—96
Щербаков, Д. И.			Богатства недр — большой химии	Наш современник	1964	3	97—99
Хрущев, Н. С.			Н. С. Хрущев о литературе. [Высказывания]	Наш современник	1964	4	1—2
Бэлза, Игорь.			«Царица звуков» в Петербурге. [К биографии польской пианистки икомпозитора XIX в. М. Шимановской]	Наш современник	1964	4	102—105
Ляпунов, Борис.			Литература космического века. [О советской науч.-попул. литературе.Обзор]	Наш современник	1964	4	109—112
Галеев, Ш.			Амин и Дамин. — Фокусник приехал. [Юмористич. стихи]	Наш современник	1964	4	123
Федоренко, Ф.			Перестроился. Басня. Илл.: Ю. Андреев	Наш современник	1964	4	126
Манасыпов, Вахит.			Известная личность. [Юмористич. рассказ]	Наш современник	1964	4	127
Татьяничева, Людмила.			Ей приснилось, что она — Россия. — Материнство. [Стихи]. Илл.:К. Багрова	Наш современник	1964	4	3
Борщаговский, Александр.			Любовь Петровна. Сергей Иванович. Повесть. Илл.: Ю.Вечерский	Наш современник	1964	4	43—69
Михал, Карел.			Как Прыщику счастье привалило. [Юмористч. рассказ]. Пер. с чешского: П.Аросева. Илл.: Е. Шукаев	Наш современник	1964	4	72—82
Смирнов, Дмитрий.			Миниатюры. [Цикл. стихов]. Илл.: К. Багрова	Наш современник	1964	4	83
Кротов, В. В.			Урал будет краем Большой химии. Рассказывает председательСредне-Уральского совнархоза	Наш современник	1964	4	84— 88
Семенов, М.			Фантастично не научные новеллы: Пока расправляются крылья. —Желтыйдьявол. —На заре. Илл.: А. Цветков. [С предисл. автора]	Наш современник	1964	4	89—95
Бабель, И.			О творческом пути писателя. [Беседа И. Бабеля с участниками вечера, посвящ.его творчеству. Москва. Сент. 1937 г. Напеч. с сокращениями. Публикация В. Нечаева]	Наш современник	1964	4	96—100
Ваньят, Юрий.			Человек и мяч. [Заметки о футболе]	Наш современник	1964	5	100— 101
Рерих, Николай.			Неизвестные письма [Н. Рериха к И. Северянину (1887—1942 гг.) и М.Бабенчикову (1890—1957 гг.). Публикация и предисл. В. Нечаева]	Наш современник	1964	5	102—111
Лобанов, М.			О жизненности прозы. [Критич. обозрение произведений, опублик. в журн.«Урал» в 1963 г.]	Наш современник	1964	5	112—115
Нагибин, Юрий.			Далеко от войны. Повесть. Илл.: П. Пинкисевич	Наш современник	1964	5	3—64
Санги, Владимир.			У истока. Рассказ [нивхского писателя]. Илл.: Н. Строганова и М.Алексеев	Наш современник	1964	5	65—70
Баныкин, Виктор.			Рисунки пером. [Рассказы]: Мартовский клей. — Гераськино займище.— Брандахлыст. — Трясогузка. Илл.: А. Щербаков	Наш современник	1964	5	73—79
Кирсанов, Семен.			Желание. — Мир. — Тучи. — Две вариации: 1. Земля; 2. Метель.[Стихи]. Илл.: К. Багрова	Наш современник	1964	5	80—81
Цвейг, Стефан.			Фрагмент одной новеллы. Илл.: Г. Фрониус	Наш современник	1964	5	82—87
Исаков, И. С.			Первое дипломатическое поручение. [Докум. повесть]	Наш современник	1964	5	88—99
Алексеев, Юрий.			Разговор у «Огонька». — Часики. [Юмористич. рассказы]. Илл.: А.Орлов	Наш современник	1964	6	100—103
Рахилло, Иван.			У Дейнеки. [По материалам беседы с художником]	Наш современник	1964	6	104—108
Ашинов, Хазрет.			День приезда. Повесть. Авториз. пер. с адыг.: Е. Босняцкий. Илл.: А.Щербаков	Наш современник	1964	6	2—32
Рыленков, Николай.			Искатель. Стихи	Наш современник	1964	6	33
Лукашевич, Вадим.			Зимняя дача. Рассказ. Илл.: Ю. Цишевский	Наш современник	1964	6	34—55
Ойслендер, Александр.			Время раздумий. — Нет, не бедна. [Стихи]	Наш современник	1964	6	56—67
Волчек, Яков.			Лучший снимок. Рассказ. Илл.: И. Смирнов	Наш современник	1964	6	58—68
Вегин, Петр.			Маяковская. Поэма	Наш современник	1964	6	69—73
Белов, Василий.			Кони. Рассказ. Илл.: Н. Строганова	Наш современник	1964	6	74—81
Колдуэлл, Эрскин.			Мы смотрим на тебя, Агнес. [Рассказ америк. писателя]. Пер. с англ.:М. Ландор. Илл.: Е. Шукаев	Наш современник	1964	6	82—86
Сытин, В.			Варшава сегодня. [Из путевых заметок]	Наш современник	1964	6	91—99
Олеша, Ю.			Творческое содружество. Вступит. слово перед прослушиванием оперы В.Рубина «Три толстяка» 25 ноября 1956 г. в исполнении оперного ансамбля ВТО.[Публикация]	Наш современник	1964	7	106—108
Кирпотин, В.			О Демьяне Бедном. [Из воспоминаний о встречах]	Наш современник	1964	7	109—111
Якубовский, В.			Небесно-голубой автомобиль.[Юмористич. рассказ польского писателя]	Наш современник	1964	7	123
Никитин, Сергей.			Падучая звезда. Повесть	Наш современник	1964	7	3—40
Тряпкин, Николай.			Чу! Колосья ржаные... Стихи. Илл.: К. Багрова	Наш современник	1964	7	41
Логинов, Виктор.			Двое. Рассказ. Илл.: В. Медведев	Наш современник	1964	7	43—48
Шаховский, Борис.			О лириках и физиках. — На шквальном взморье. [Стихи]. Илл.: К.Багрова	Наш современник	1964	7	49
Федотов, Виктор.			Мамонтова гора. Рассказ. Илл.: И. Смирнов	Наш современник	1964	7	50—55
Клиффорд, Джеме.			Дедушка Дик. — Форель. — Аббатство. — Зазывалы. — Карусель. —Бетти. — Пуловер. — Кафе. — Отступление в Арденнах. [Стихи. Пер. с англ. и предисл.:В. Лифшиц]. Илл.: К. Багрова	Наш современник	1964	7	56—61
Пенткоуст, Хью.			Скандал в Лейквью. [Рассказ америк. писателя]. Пер. с англ.: А. Горский.Илл.: Е. Шукаев	Наш современник	1964	7	62—89
Батынков, Александр.			Самолеты уходят в безмолвие. [Об исследованиях районаАнтарктиды — горы Земли Эндерби. Записки полярного летчика]	Наш современник	1964	7	96—105
Сорокин, Ю.			Спектакль на ринге. [О реслинге]	Наш современник	1964	8	107—109
Сабо, Штефан.			Откровенность. [Юмористич. рассказ чешского писателя. Илл.: И. Бидло	Наш современник	1964	8	123
Главачек, Владо.			Хозяин и собака. [Юмористич. рассказ чешского писателя]. Илл.: Я.Поп	Наш современник	1964	8	124
Лопашовска, Мила.			Все возможно, только... [Юмористич. рассказ чешского писателя]	Наш современник	1964	8	125
Петишка, Петер.			О сапожной щетке. [Юмористич. рассказ чешского писателя]. Илл.: В.Кубал	Наш современник	1964	8	125
Павлов, Андрей.			Впереди океан. Повесть. Илл.: Ю. Вечерский	Наш современник	1964	8	3—42
Шведов, Яков.			«Готов я признаться...» [Стихи]. Илл.: К. Багрова	Наш современник	1964	8	43
Монастырев, Владимир.			Двое у ручья. Рассказ	Наш современник	1964	8	45—49
Шамов, Иван.			Спасибо, люди. — Август. — Осень. — Мой край. [Стихи]. Илл.: К.Багрова	Наш современник	1964	8	50—51
Грин, Александр.			Сила непостижимого. — Бархатная портьера. Рассказы. Илл.: А.Высоцкий. [Предисл. В. Сандлера]	Наш современник	1964	8	53—64
Дедов, Виктор.			«Богатырями каменные горы...» — «Мир истин окружает нас...» —«Звезда моя пока что не взошла...» — «Как мало мы о жизни знаем!..» — «Я подвластенвам, ночи синие...» [Стихи]. Илл.: К. Багрова. [Предисл. Н. Рыленкова]	Наш современник	1964	8	65—67
Игин, Иосиф.			Рассказы с натуры: Виссарион Саянов и Александр Прокофьев. — ЮрийОлеша. — Сикстинская мадонна. — Братья. — Горизонт. — Ростислав Плятт. — ХосеРауль Капабланка. — Сигареты «Тройка». — Тройной сеанс. [С предисл. авт.]. Илл.: К.Багрова	Наш современник	1964	8	68—81
Шагинян, Мариэтта.			Страница прошлого. [Из воспоминаний о писателе Д. Выгодском]	Наш современник	1964	8	98—100
Буханов, Виктор.			Воинственная муза. К 100-летию со дня рождения М. Коцюбинского	Наш современник	1964	9	101—102
Марков, Алексей.			Открытое письмо поэтам-дебютантам. [По поводу стихов молодыхпоэтов, опублик. в журн. «Юность»1964 6]	Наш современник	1964	9	107—109
Почивалин, Николай.			Элегия. Рассказ. Илл.: И. Пчелко	Наш современник	1964	9	11—21
Василенко, Иван.			Рассказы без выдумки: Любовь не картошка. — Главное богатство. —Любой ценой. — «Баптист». — Закопать на вечные времена. — На уровне. — В перекур.— Каков привет, таков и ответ. Илл.: П. Бунин	Наш современник	1964	9	2—9
Лерман, Леон.			Боец, художник и каменотес. — Прозрение. [Стихи. Пер. с евр.: М. Соболь;Ю. Медведев]. Илл.: К. Багрова	Наш современник	1964	9	22—23
Казанцев, Василий.			Наступление. Стихи. Илл.: К. Багрова	Наш современник	1964	9	69
Александропулос, Мицос.			Наставление. Рассказ. Пер. с греч.: С. Ильинская. Илл.: Е.Шукаев	Наш современник	1964	9	71—76
Галин, Борис.			По заданию Горького. [О писателе Я. Ильине]	Наш современник	1964	9	81—96
Завадский, Ю. А.			Чувствовать, знать и уметь. [О воспитании и подготовке молодыхрежиссеров]	Наш современник	1964	9	97—100
Гринберг, И.			Рассказы и рассказчики	Наш современник	1967	10	103—112
Пешкин, И.			Время, вперед! (Магнитогорская хроника 30-х гг.)	Наш современник	1967	10	11—14
Шевченко, Михаил.			«Еще творят себе кумиров...» Стихи	Наш современник	1967	10	15
Миксон, Илья.			Война кончилась. Рассказ. Илл.: А. Головченко	Наш современник	1967	10	16—24
Грунин, Матвей.			Красная площадь. Стихи	Наш современник	1967	10	2—3
Ремез, О.			Короткие стоянки. Маленькие рассказы: «Я там родился». — Углическиемастера. — С путеводителем и без него. — Любители музыки. — На бульваре. — Театр вНижнем. — Березы в беде. — К Ленину. — Никто не сошел на берег. — Веселый человекиз Дюртюлей. — Симфонический тракторный. — Звучит Волга. Илл.: К. Багрова и М.Гордейчик	Наш современник	1967	10	25—31
Цыбин, Владимир.			«На святой и на грешной...» — «О, как молчат глухари...» [Стихи]	Наш современник	1967	10	32—33
Коковин, Евгений.			Корабли моего детства. Рассказ. Илл.: В. Петров	Наш современник	1967	10	34—38
Богданович, Анатолий.			Кочубей. Стихи	Наш современник	1967	10	39
Вайнер, Аркадий.			Часы для мистера Маргулайса. Детективная повесть. Илл.: Е. Шукаев	Наш современник	1967	10	40—64
Базунов, Б.	Гантман, В		Салманов держит пари. [О нефтеразведчике Усть-Балыкского иПравдинского месторождения в Зап. Сибири Ф. Салманове. Очерк]	Наш современник	1967	10	86—89
Кузнецов, В.			Почему они злобствуют? [О причинах разжигания антисоветской кампании вкапиталист. странах]. 6. Новые времена— новые песни. 1949—1966 гг	Наш современник	1967	10	99—102
Кузнецов, В.			Почему они злобствуют? [О причинах разжигания антисоветской кампании вкапиталист. странах]. 7. В страхе перед будущим. 1967 г	Наш современник	1967	11	101—103
Саницкая, Нина.			Сокровенное. — Совесть. [Стихи]	Наш современник	1967	11	15—16
Борщаговский, Александр	Сутырин, Владимир	Поезд в завтрашний день.	Поезд в завтрашний день. Киноповествование. Илл.: П. Пинкисевич	Наш современник	1967	11	16—73
Озеров, Лев.			«То ночь, то солнце сызнова в зените...» Стихи	Наш современник	1967	11	17
Зубавин, Борис.			Почтальон и Король. Рассказ. Илл.: А. Головченко	Наш современник	1967	11	74—85
Емельянов, Виктор.			Баллада о тачке. Стихи	Наш современник	1967	11	86—87
Полторацкий, Виктор.			Художник Николай Кузьмин. [Очерк]	Наш современник	1967	11	95—100
Шишов, Виктор.			На литературных просторах России. Заметки о творчестве прозаиковПоволжья	Наш современник	1967	12	109—115
Долматовский, Евгений.			«Девушка в белом». [Из книги стихов о Вьетнаме]: Вьетнам,Вьетнам. — Двадцать пять. — Переселение душ. Илл.: М. Гордейчик	Наш современник	1967	12	2—4
Озеров, Лев.			Новые стихи. Из цикла «Земное лоно»: «Сильно запахло цветами в лесу...» —«А дождь идет, а дождь идет...» — «Крылья шуршат, как морская волна на рассвете...» —«Из пыли ветер вил веревки...» — «В соловьиную рощу несут микрофон...» — «Подпарусом гусиного пера...» — «Я опять зову свои хореи...» — «Не отведу внимательноговзгляда...» Илл.: К. Багрова	Наш современник	1967	12	29—31
Вайнер, Аркадий.			Часы для мистера Маргулайса. Детективная повесть. Илл.: Е. Шукаев	Наш современник	1967	12	32—80
Ажаев, Василий.			Третий — лишний. Рассказ	Наш современник	1967	12	5—18
Стариков, Виктор.			Новгород сегодня. [Очерк]	Наш современник	1967	12	81—86
Пальман, Вячеслав.			Сокровища за семью замками. [К вопросу об организации массовыхпосещений заповедников]	Наш современник	1967	12	87—91
Василевский, Виталий.			Правофланговый. [Памяти публициста О. Н. Писаржевского]	Наш современник	1967	12	92—96
Сытин, В.			Встреча с Бразилией. [Путевые очерки]	Наш современник	1967	12	97—108
Шепелев, Валентин.			Уважение к жанру. [О советском путевом очерке на зарубежнуютему]	Наш современник	1968	1	103—106
Татьяничева, Людмила.			Мой олененок. — Параллели. — «Причитают, что мыобворованы...» — «Я просила зарю...» — Озеро. — Первая деталь. — В самолете. — «Летухолодно...» [Стихи]	Наш современник	1968	1	2—5
Рубцов, Николай.			В осеннем лесу. — Прощальное. — «Когда же, когдаже...» — Старый конь. — Повесть о первой любви. — В пустыне. — Ось.[Стихи]. Илл.: М. Гордейчик	Наш современник	1968	1	54—67
Цыбин, Владимир.			«На улочки, на мостики...» — «Ты — золушка...» — «В твоей земле, втвоей любви...» [Стихи]	Наш современник	1968	1	55—56
Емельянов, Виктор.			Тетя Мотя. Стихи	Наш современник	1968	1	57
Федосеев, А.			Кино. Стихи	Наш современник	1968	1	67
Стаут, Рекс.			Право умереть. Повесть [америк. писателя]. Пер. с англ.: А. Горский и Ю.Смирнов. Илл.: Е. Шукаев	Наш современник	1968	1	68—81
Карелин, Лазарь.			Золотой лев. Повесть. Илл.: А. Головченко	Наш современник	1968	1	7—54
			Че Лан Вьен. Огонь Мориссона. Стихи [поэта ДРВ]. Пер. с вьет.: Е. Долматовский. Илл.:М. Гордейчик	Наш современник	1968	1	82—85
Колосов, Михаил.			Славка. [Рассказ]	Наш современник	1968	1	86—88
Егоров, Борис.			Зарубежные этюды: Венгерская скрипка. — Озеро Балатон. —Собеседник. — Дневник девушки. — Плевен смеется	Наш современник	1968	1	89—94
Соловьев, Григорий.			Чтобы шелест страниц, как шелест знамен!.. [Огражданственности соврем. советской поэзии]	Наш современник	1968	10	104—110
Щербаков, К.			Верность времени, верность классике. [О новом этапе в сцен. осмыслениирус. классики]. Заметки критика	Наш современник	1968	10	111—117
Благов, Юрий.			С улыбкой и без... [Юморист. стихи]: Певцы. — Отпускник. — Хамскаялогика. — Очень и не очень. — Эпитафии	Наш современник	1968	10	124
Помозов, Юрий.			С кем повстречался Ивашка. Рассказ. Илл.: Б. Лавров	Наш современник	1968	10	18—25
Николаев, Вл.			Дом нашей юности. Рассказ. Илл.: В. Карасев	Наш современник	1968	10	2—17
Година, Николай.			«По муравьищам, городской разиня...» — «Потянуло на природу...» —Гроза. — «Никакая там не знаменитость...» [Стихи]	Наш современник	1968	10	26—27
Штенгелов, Евгений.			Две ночи. Повесть. Илл.: А. Головченко	Наш современник	1968	10	28—66
Кумратова, К.			Светофоры. — Осень. — Другая помощь сердцу не нужна. [Стихи]. Пер. сногайск.: Н. Скребов. Илл.: М. Гордейчик	Наш современник	1968	10	67—69
Чейз, Хэдли.			Сильнее денег. Роман [америк. писателя]. Пер. с англ.: А. Горский. Илл.: Е.Шукаев	Наш современник	1968	10	70—91
Юницкая, Р. В.			И. Ленин у истоков комсомола	Наш современник	1968	10	92—95
Лынев, Р.			Фирма и ее генеральный директор. [О дир. «Строительно-монтажногокомсомольско-молодежного управления» А. М. Мондриченко. Пос. Светлый Тюмен. обл.Очерк]	Наш современник	1968	10	96—98
Дьяков, Борис.			Ошибка Эдисона. [Из истории организации производства советскогосинтет. каучука. Отрывки из докум. книги «В годы тридцатые...», подгот. к печатиЦентр.-Черноземным изд.]	Наш современник	1968	10	99—110
Егоров, Борис.			Современный Хамелеон. Рассказ. Илл.: Ю. Корпышев	Наш современник	1968	11	120—123
Сорокин, Лев.			Комсомольцы сороковых. — Мой Урал. [Стихи. Илл.: К.Багрова; В. Пилюгов]	Наш современник	1968	11	29—33
Савельев, Иван.			«Когда огня не хватит для строки...» — Время мое.[Стихи]. Илл.: Г. Расторгуев	Наш современник	1968	11	4—15
Замошкин, Кирилл.			По собственному желанию. Рассказ. Илл.: А.Головченко	Наш современник	1968	11	58—95
Меджидов, Кияс.			Умирают ли горные орлы. Рассказ. Авториз. пер. слезгин.: В. Архангельский. Илл.: В. Карасев	Наш современник	1968	11	68—75
Певнев, Федор.			Командировка за границу. [О работе экскаваторщика В.С. Солдатенкова в Финляндии]. Очерк	Наш современник	1968	11	78—88
Полторацкий, Виктор.			Пламя нашей юности. [Из историикомсомольской организации г. Гусь-Хрустального Владимирской обл.]	Наш современник	1968	11	94—98
Озеров, Лев.			Словарь русского языка. [Воспоминания о поэте С.Гудзенко]	Наш современник	1968	11	99—103
Осетров, Евгений.			Насущный хлеб поэзии	Наш современник	1968	2	101—106
Лаврик, Михаил.			Бокс-68. [Заметки о советском боксе]	Наш современник	1968	2	113—117
Карпеко, Владимир.			Из военной тетради. Стихи: Лед. — Госпиталь. — Отсвет. — КСП.Илл.: М. Гордейчик	Наш современник	1968	2	14—18
Соболев, Леонид.			Страницы севастопольского дневника. [Март 1942 г. Из записныхкнижек писателя]	Наш современник	1968	2	19—24
Борзенко, С.	Денисов, Н		И грянул бой... Записки кор. «Правды» с воен. ученийСоветских Вооруж. Сил «Днепр»	Наш современник	1968	2	2—13
Финн, Константин.			Картина. Рассказ. Илл.: А. Головченко	Наш современник	1968	2	20—38
Беличенко, Юрий.			Фронтовик. Стихи. Илл.: К. Багрова	Наш современник	1968	2	25
Письменный, А.			А какая была корова? Рассказ. Илл.: И. Блиох	Наш современник	1968	2	39—70
Стаут, Рекс.			Право умереть. Повесть [америк. писателя]. Пер. с англ.: А. Горский и Ю.Смирнов	Наш современник	1968	2	71—87
Самарин, Ник.			Семен Михайлович Буденный. [Биогр. очерк]	Наш современник	1968	2	88—92
Кудреватых, Леонид.			На фронтовых перекрестках. [Воспоминания о встречах списателями И. П. Уткиным, В. С. Гроссманом и А. П. Платоновым]	Наш современник	1968	2	96—100
Соскин, Александр.			Дайте Якушину... Якушина. [Заметки о футболе]	Наш современник	1968	3	115—118
Нагибин, Юрий.			На кордоне. Повесть. Илл.: А. Голицын	Наш современник	1968	3	4—50
Саницкая, Нина.			Волшебник. — На Преображенской. — Первая встреча. — Дождь.[Стихи]	Наш современник	1968	3	51—54
Заплавный, Сергей.			«Обиды, скопленные за день...» Стихи	Наш современник	1968	3	56
Васильева, Лариса.			«Издалека послышалась старая песня...» — Утро. — «Лесом ухожукуда-то...» — Ночь на Валдае. — «И сказала это слово...» [Стихи]	Наш современник	1968	3	57—59
Стаут, Рекс.			Право умереть. Повесть [америк. писателя]. Пер. с англ.: А. Горский и Ю.Смирнов. Илл.: Е. Шукаев	Наш современник	1968	3	62—90
Куликовская, Галина.			В городе его имени. [О прошлом и настоящем г. Горького. Очерк]	Наш современник	1968	3	98—106
Черешнева, Л.			За советом и помощью к Ленину. (Страницы истории)	Наш современник	1968	4	104—108
Пальман, Вячеслав.			Братство. [О секр. Ново-Кубанского райкома КПСС И. М. Юдине.Краснодарский край. Очерк]	Наш современник	1968	4	109—114
Шевченко, Михаил.			У мавзолея. Стихи [о В. И. Ленине]	Наш современник	1968	4	11
Лидин, Вл.			Два рассказа: Сторож при лесном складе. — На старой улице, на Божедомке.Илл.: К. Багрова	Наш современник	1968	4	12—23
Сутоцкий, Сергей.			Книга, которую творят миллионы. [К 50-летию книги В. И. Ленина«Государство и революция»]	Наш современник	1968	4	2—10
Савельев, Иван.			Домик в Кузьминках. — Стихи о революции. [Стихи]	Наш современник	1968	4	24—25
Брагинский, Эмиль	Рязанов, Эльдар		Зигзаг удачи. Юморист. повесть. Илл.: А.Головченко	Наш современник	1968	4	26—73
Титов, Анатолий.			«Душа моя...» — «Я люблю эту землю...» — «Приемлю жизнь не впраздности...» [Стихи. С предисл. В. Полторацкого]	Наш современник	1968	4	74—75
Стаут, Рекс.			Право умереть. Повесть [америк. писателя]. Пер. с англ.: А. Горский и Ю.Смирнов	Наш современник	1968	4	76—101
Пешкин, И.			Василий Лямин — землекоп. [О работе экскаваторщика В. Лямина. Очерк]	Наш современник	1968	5	103—106
Соболь, Марк.			Байки и притчи. [Автобиогр. зарисовки]	Наш современник	1968	5	107—111
Коган, Александр.			Из реки по имени факт... Советские писатели на фронтах ВеликойОтечественной	Наш современник	1968	5	112—118
Рывкин, А.			Математические рукописи Маркса	Наш современник	1968	5	123
Фазин, З.			Пять строк петита. Повесть. Илл. Е. Шукаев	Наш современник	1968	5	2—89
Дубровин, Борис.			Салют. — «Незамаскированные версты...» — Отблеск». — «Моя душасобытьями двоится...» — «Разрываемые снарядами...» [Стихи]	Наш современник	1968	5	94—96
Брэдбери, Рэй.			Станция, на которой никто не выходит. Рассказ [америк. писателя]. Пер. сангл.: Б. Полковников. Илл.: А. Головченко	Наш современник	1968	5	97—102
Миндлин, Эм.			Годы с Кольцовым. [Воспоминания о М. Е. Кольцове]	Наш современник	1968	6	102—106
Гиллер, Вильям.			Из записок военного врача	Наш современник	1968	6	107—112
Носов, Евг.			Во субботу, день ненастный... Рассказ. Илл.: И. Махов	Наш современник	1968	6	2—19
Ливеровский, Юрий.			Псков. — «И нам, и внукам пусть останется...» — «Уходит время?..»[Стихи. С примеч. Б. Слуцкого]	Наш современник	1968	6	20—21
Варламова, Инна.			Трое. Рассказ. Илл.: В. Карабут	Наш современник	1968	6	22—42
Шевченко, Михаил.			Черемуха. Стихи	Наш современник	1968	6	43
Воронин, Сергей.			Допрос о любви. Рассказ. Илл.: К. Багрова	Наш современник	1968	6	44—49
Савельев, Иван.			Начало. — Говорите, Фекла Ивановна. — Прямая линия. — Время.[Стихи]	Наш современник	1968	6	50-61
Нагибин, Юрий.			Два рассказа из «Книги детства»: Шурик. — Шоколад. Илл.: В. Карабут	Наш современник	1968	6	52—61
Голявкин, Виктор.			Четыре рассказа: Банановые свадьбы. — Как его фамилия... —Мальчика поймали. — Все равно. Илл.: А. Штернберг	Наш современник	1968	6	74—78
Клути, Стюарт.			Птичка-медовед. Рассказ [южноафрик. писателя]. Пер. с англ.: В.Тельников. Илл.: В. Карасев	Наш современник	1968	6	86—95
Кудреватых, Леонид.			Петр Заломов — Павел Власов. [О прототипе героя романа А. М.Горького «Мать»]	Наш современник	1968	6	98—101
Фикс, Д.			Максим Горький и, комсомольские поэты	Наш современник	1968	7	104—109
Пашков, Игорь.			Заяц в оглоблях. Басня	Наш современник	1968	7	126
Пархомов, Михаил.			Бригадный метод. Рассказ. Илл.: В. Петров	Наш современник	1968	7	2—9
Коротаев, Виктор.			Солдатский труд. — «Познав за службу меру соли...» — Последниесапоги. — «Не дробясь, не юля, перед стопкой в гостях...» [Стихи]. Илл.: М. Гордейчик	Наш современник	1968	7	30—34
Мищенко, Лидия.			Ненужное прошлое. Рассказ. Илл.: Е. Шукаев	Наш современник	1968	7	35—46
Цуранов, Михаил.			Домбайская долина. — Мне сегодня немного взгрустнулось. — Но невсе еще потеряно... [Стихи]. Илл.: К. Багрова	Наш современник	1968	7	48—49
Демин, Михаил.			Одинокий лось. Повесть. Илл.: В. Карасев	Наш современник	1968	7	50—79
Чейз, Хэдли.			Сильнее денег. Роман [америк. писателя]. Пер. с англ.: А. Горский. Илл.: Е.Шукаев	Наш современник	1968	7	80—97
Шелухин, Анатолий.			Золотые узоры на льду. [О советской школе фигурного катания]	Наш современник	1968	8	113—116
Ойслендер, Александр.			Комсомольская юность. — Разведчик будущего. — Незабываемое.— Встань с зарею. — В Крыму. — Хлеб насущный. — При открытых окнах. — «Теплыйвоздух, как буханка хлеба...» [Стихи]. Илл.: К. Багрова	Наш современник	1968	8	2—7
Кредов, Виктор.			Апрель. — Осень. — Матери. — «Горы горевали и молчали...» [Стихи. Спримеч. М. Луконина] Илл.: М. Гордейчик	Наш современник	1968	8	42—43
Рома, Р.			Маленькие рассказы: Тонкий лед. — Подруга. — Третье гаданье. — Прицепа.Илл.: А. Цукерман	Наш современник	1968	8	44—55
Чейз, Хэдли.			Сильнее денег. Роман [америк. писателя]. Пер. с англ.: А. Горский. Илл.: Е.Шукаев	Наш современник	1968	8	74—92
Жуков, АН.			Под колесами. Повесть. Илл.: А. Головченко	Наш современник	1968	8	8—41
Стариков, В.			Горное гнездо. [О Ниж. Тагиле. Очерк]	Наш современник	1968	8	97—103
Белецкая, Ванда.			Рыцарский возраст. [О работе коллектива Новосиб. ин-та ядернойфизики под руковод. акад. А. М. Будкера над созданием протон-антипротонногоускорителя. Очерк]	Наш современник	1968	9	100—107
Пальман, Вячеслав.			Ивановский самоучка. [О мастере-чучельнике Д. Я. Федулове. Очерк]	Наш современник	1968	9	108—110
Шишов, Виктор.			На верном пути. Заметки о литераторах Черноземья	Наш современник	1968	9	111—115
Родин, Николай.			Шуркин родник. Повесть. Илл.: В. Карабут	Наш современник	1968	9	2—25
Дубровин, Борис.			«Перед мадонною в углу...» Стихи	Наш современник	1968	9	26
Сокол, Владимир.			Разговор с потомками. — Хлеб детства. — В сосновом бору. — Время.[Стихи. Илл.: К. Багрова; Г. Расторгуев]	Наш современник	1968	9	27—29
Никитин, С.			Последнее лето. Рассказ. Илл.: В. Карасев	Наш современник	1968	9	30—35
Фурманов, Валерьян.			Перед закатом. Рассказ. Илл.: Б. Лавров	Наш современник	1968	9	36—45
Векшегонова, Ида.			Море. — Тревога. — «Тебя не было день...» — «Что-то здесьпо-новому...» [Стихи]. Илл.: К. Багрова	Наш современник	1968	9	46—47
Горбунов, Валерий.			Вот приедет генерал. Рассказ. Илл.: В. Карабут	Наш современник	1968	9	48—63
Карбовская, Варвара.			Трое на снимке. Рассказ. Илл.: А. Головченко	Наш современник	1968	9	64—68
Шевченко, Михаил.			Два стихотворения: «Не радует меня созданье робота...» — «Угрюмошлепая по лужам...» Илл.: Г. Расторгуев	Наш современник	1968	9	69
Чейз, Хэдли.			Сильнее денег. Роман [америк. писателя]. Пер. с англ.: А. Горский. Илл.: Е.Шукаев	Наш современник	1968	9	70—99
Яновская, М.			Сердце по заказу... [Проблемы пересадки живого сердца иимплантации механ. сердца]	Наш современник	1969	1	116—123
Коничев, Константин.			Звонок из девятой комнаты. [Юморист. рассказ].Илл.: А. Головченко	Наш современник	1969	1	124—125
Прасолов, Алексей.			«К чему б теперь о днях недобрых...» — «И лунавлепилась в лоб кабины...» — «Сенокосный долгий день…» — «Опятьмучительно возник...» [Стихи]	Наш современник	1969	1	68—69
Нагибин, Юрий.			Дело капитана Соловьева. (Рассказ воен. юриста). Илл.:Г. Новожилов	Наш современник	1969	1	70—82
Воробьев, Константин.			Генка, брат мой... Маленькая повесть. Илл.: Ю.Корнышев	Наш современник	1969	1	84—100
Викулов, Сергей.			«Падет ли на душу тревога…» [О творчестве поэтаН. Н. Благова]	Наш современник	1969	3	110—115
Палиевский, П.			Последняя книга М. Булгакова. [О романе «Мастери Маргарита»]	Наш современник	1969	3	116—119
Тарабукин, Игорь.			Вечер вальса. — Голова. — В ожидании такси. —Иван Иванович. [Юморист. стихи]	Наш современник	1969	3	124
Вохменцев, Я.			Пожар. [Юморист, стихи]	Наш современник	1969	3	126
Фокина, Ольга.			«Баю-баюшки-баю!..» — «Когда на сердце одиноко...»— «Упаду на стог...» [Стихи]. Илл.: К. Багрова	Наш современник	1969	3	3—6
